,0
0,0.007672432432432428
1,0.008967261410788385
2,-0.003648278008298758
3,0.0002662785862785868
4,0.00823669438669438
5,0.017447484407484413
6,0.009608541666666663
7,0.02435692307692305
8,0.022971663201663203
9,0.01642902286902285
10,0.011751933471933478
11,0.011953347193347183
12,0.016534261954261966
13,-0.008225883575883582
14,-0.011432931392931386
15,-0.03986388773388782
16,-0.06301587499999994
17,-0.08842162499999986
18,-0.10094768750000012
19,-0.1282480167014613
20,-0.19747354906054265
21,-0.15765981327800824
22,-0.16657602910602903
23,-0.2720634854771783
24,-0.22153579166666681
25,-0.23216914760914756
26,-0.2631411018711017
27,-0.3280347500000003
28,-0.23707829521829507
29,-0.23216488565488594
30,-0.23064612033195017
31,-0.23495744282744302
32,-0.24361062370062347
33,-0.26460241164241155
34,-0.3169433264033265
35,-0.23328118257261413
36,-0.21957459459459455
37,-0.22851989626556019
38,-0.22398134854771762
39,-0.331595841995842
40,-0.29963431535269686
41,-0.3301899168399169
42,-0.2321496680497925
43,-0.22037771309771317
44,-0.2269524532224534
45,-0.22800268191268186
46,-0.2392621205821204
47,-0.25117987525987523
48,-0.2941262370062372
49,-0.20102983367983357
50,-0.18387218295218283
51,-0.17950130977130968
52,-0.17347237006237004
53,-0.3069899999999997
54,-0.31656692307692297
55,-0.3706303742203739
56,-0.261371891891892
57,-0.25759706860706866
58,-0.25379665280665265
59,-0.25012758835758825
60,-0.32397380457380426
61,-0.2920783367983368
62,-0.3420875259875263
63,-0.23156760914760907
64,-0.2247225779625777
65,-0.21627164241164246
66,-0.2931833887733886
67,-0.24240929313929316
68,-0.2594987525987526
69,-0.3022210602910604
70,-0.19847176715176706
71,-0.18633442827442837
72,-0.18812943866943854
73,-0.19342821205821206
74,-0.1838433887733887
75,-0.19184733887733904
76,-0.26058205821205815
77,-0.15738744282744277
78,-0.14001207039337488
79,-0.11776966804979261
80,-0.1638603534303534
81,-0.15245530145530148
82,-0.19391672199170118
83,-0.18982908523908532
84,-0.19334504149377568
85,-0.14149458506224064
86,-0.1540015384615384
87,-0.16355245322245318
88,-0.17749760914760923
89,-0.17000081081081067
90,-0.18844661122661133
91,-0.19231602910602913
92,-0.11200209979209971
93,-0.12448137214137213
94,-0.1333768607068605
95,-0.14270353430353439
96,-0.1490566735966737
97,-0.15837983367983363
98,-0.10078112266112264
99,-0.10197297297297306
100,-0.10074665280665282
101,-0.10201301455301458
102,-0.11415270270270267
103,-0.12492095634095644
104,-0.12525174636174635
105,-0.0800097920997921
106,-0.08086178794178803
107,-0.08613523908523912
108,-0.0988219126819127
109,-0.11232309771309786
110,-0.0999010395010396
111,-0.1251757172557173
112,-0.08364765072765076
113,-0.07949195426195431
114,-0.08023207900207895
115,-0.07403802494802496
116,-0.08868031185031179
117,-0.08440370833333345
118,-0.09243814583333337
119,-0.062341683991683966
120,-0.06072338877338875
121,-0.06276068607068606
122,-0.07113264033264034
123,-0.07374307692307684
124,-0.06057412499999994
125,-0.06152243243243244
126,-0.05424854469854473
127,-0.042846299376299385
128,-0.05467642411642405
129,-0.06783076923076924
130,-0.060033284823284815
131,-0.05432155925155926
132,-0.06820933471933474
133,-0.051454760914760866
134,-0.06315627858627855
135,-0.05146808731808736
136,-0.05791771309771308
137,-0.06380490644490641
138,-0.06657799999999998
139,-0.07628000000000001
140,-0.044440103950103976
141,-0.055475280665280645
142,-0.06608282744282741
143,-0.06699128898128903
144,-0.06736954261954262
145,-0.06488214137214134
146,-0.08724869022869021
147,-0.045251958333333314
148,-0.03555945945945946
149,-0.013955904365904366
150,0.014021101871101877
151,-0.08552239583333335
152,-0.035158183716075146
153,0.023434656964656974
154,0.015116153846153842
155,-0.007086424116424115
156,-0.0031948750000000015
157,-0.005017359667359672
158,-0.019249687499999994
159,-0.008840625000000001
160,-0.0202325363825364
161,0.0021728066528066514
162,-0.017281143451143455
163,-0.014354740124740127
164,-0.012440374220374223
165,-0.01816233333333332
166,0.00729710416666667
167,-0.006322458333333335
168,-0.006322458333333335
169,0.021409397089397098
170,0.01536183333333333
171,-0.05372141372141374
172,-0.06867352083333336
173,-0.033133145833333315
174,-0.03182250000000001
175,-0.009195363825363833
176,-0.009316964656964653
177,-0.012711580041580033
178,-0.015970519750519763
179,-0.02346443749999999
180,-0.024915937500000002
181,-0.02313772916666667
182,-0.01635175
183,-0.01665079002079002
184,-0.01947966735966736
185,-0.0538638045738046
186,-0.048546958333333355
187,-0.033945062500000005
188,-0.04143837500000002
189,-0.02211858037578287
190,-0.029590187891440512
191,-0.04346797494780797
192,-0.07638910416666664
193,-0.07729425
194,-0.06738064583333331
195,-0.08945460416666656
196,-0.06063668749999998
197,-0.06569995833333332
198,-0.06137283333333337
199,-0.07389293749999999
200,-0.08624320833333328
201,-0.07681578288100215
202,-0.09948770354906052
203,-0.07731250000000005
204,-0.07278689583333336
205,-0.07194314583333335
206,-0.08120993750000004
207,-0.09226822916666665
208,-0.0898819583333333
209,-0.1076291649269312
210,-0.07114447916666668
211,-0.06893018749999998
212,-0.07070418750000002
213,-0.07250360416666665
214,-0.07246864583333336
215,-0.0690945511482255
216,-0.08572459290187896
217,-0.056038708333333326
218,-0.06350385416666665
219,-0.06230214583333336
220,-0.06817691666666664
221,-0.08037202083333334
222,-0.07647776617954068
223,-0.09207571129707103
224,-0.05533981249999996
225,-0.056380500000000014
226,-0.057570791666666656
227,-0.06070037499999993
228,-0.05945604166666667
229,-0.06137456249999997
230,-0.08431405010438413
231,-0.06258291666666668
232,-0.058888062500000005
233,-0.06683020833333338
234,-0.061135229166666576
235,-0.06518220374220374
236,-0.0604064166666667
237,-0.08214156576200422
238,-0.05051372141372143
239,-0.026492432432432437
240,-0.043321185031185025
241,-0.07000845511482251
242,-0.0877178333333333
243,-0.07285550000000003
244,-0.060562270833333286
245,-0.03843302083333335
246,-0.040023347193347165
247,-0.031211247401247397
248,-0.030083367983367987
249,-0.03737095634095632
250,-0.04180618750000001
251,-0.06005856250000005
252,-0.030030790020790017
253,-0.024081683991684026
254,-0.020460686070686063
255,-0.027522432432432423
256,-0.0348468399168399
257,-0.03515043750000002
258,-0.053625083333333386
259,-0.034350414937759303
260,-0.033810020790020795
261,-0.030471600831600828
262,-0.04154068750000001
263,-0.03886012526096036
264,-0.04256463465553237
265,-0.07547480167014611
266,-0.051903604166666686
267,-0.0505973125
268,-0.03972818749999998
269,-0.03857666666666666
270,-0.055440333333333265
271,-0.05444925000000002
272,-0.07890517745302707
273,-0.03716841995841997
274,-0.031095229166666665
275,-0.02246617463617464
276,-0.027498419958419982
277,-0.03648727650727651
278,-0.040347941787941766
279,-0.07435175000000006
280,-0.030689438669438702
281,-0.01823114345114342
282,-0.12310412500000009
283,-0.039004324324324324
284,-0.04221411642411641
285,-0.03792877083333331
286,-0.06471814583333337
287,-0.02268887733887735
288,-0.020186798336798328
289,-0.018522557172557158
290,-0.018396340956340965
291,-0.02819611226611222
292,-0.0017290187891440569
293,-0.02787941544885176
294,0.007954041666666668
295,0.009710146137787048
296,0.030838977035490614
297,0.008543395833333328
298,-0.08125279166666673
299,-0.034367849686847626
300,-0.02144993736951984
301,0.0015030416666666662
302,-0.010834634655532362
303,0.003462546972860122
304,-0.0051432150313152685
305,-0.057523256784968675
306,-0.018939812108559485
307,-0.006724947807933205
308,-0.00410587499999998
309,-0.027858121085595006
310,-0.03743338204592901
311,-0.04584797494780795
312,-0.05279524008350726
313,-0.05139321503131531
314,-0.07013597077244263
315,-0.043003402922755764
316,-0.07301924843423796
317,-0.08273277661795413
318,-0.0964710438413361
319,-0.11277730688935274
320,-0.12161826722338204
321,-0.14442204592901875
322,-0.10274745302713988
323,-0.10354630480167007
324,-0.09567841336116913
325,-0.09392204592901876
326,-0.10453386221294372
327,-0.10054421711899794
328,-0.13607085594989562
329,-0.08852388308977034
330,-0.0969560334029227
331,-0.1035262212943633
332,-0.10504757828810027
333,-0.1065736743215033
334,-0.10616152719665264
335,-0.11393020964360585
336,-0.0784298326359833
337,-0.08216528183716075
338,-0.10722607515657628
339,-0.10893949790794986
340,-0.10266085774058581
341,-0.11198438413361167
342,-0.13954732776617962
343,-0.08301799582463462
344,-0.0741704175365345
345,-0.11709423799582463
346,-0.05947476987447696
347,-0.13650820459290178
348,-0.10400467640918587
349,-0.107456158663883
350,-0.0690662212943633
351,-0.07301162839248429
352,-0.07931736951983308
353,-0.09497638830897696
354,-0.10113054279749494
355,-0.10130276150627598
356,-0.11855653444676402
357,-0.08661993723849369
358,-0.09402874739039661
359,-0.0981407933194156
360,-0.08868144351464435
361,-0.08968397489539749
362,-0.07900878661087861
363,-0.09738771966527204
364,-0.06069489539748952
365,-0.07564682008368204
366,-0.07573010460251049
367,-0.07345784518828458
368,-0.07539713389121341
369,-0.07291922594142261
370,-0.10612439330543945
371,-0.06207244769874481
372,-0.06826858333333331
373,-0.04731887029288705
374,-0.10446538622129445
375,-0.07900052192066805
376,-0.06835807531380751
377,-0.09582769874477003
378,-0.042548851774530244
379,-0.05778678496868478
380,-0.06295828810020877
381,-0.06299382045929015
382,-0.060523653444676424
383,-0.05227231732776613
384,-0.07134838912133895
385,-0.03960587500000005
386,-0.05672945720250522
387,-0.05846329853862211
388,-0.051135604166666716
389,-0.04768043750000001
390,-0.04333628392484344
391,-0.07907398747390394
392,-0.04518515657620041
393,-0.05205672233820456
394,-0.04939503131524002
395,-0.01978544885177452
396,-0.08656376569037656
397,-0.027945052192066815
398,-0.025947714884696018
399,-0.007496260504201675
400,-0.011343592436974786
401,-0.012854737945492661
402,-0.0007306485355648548
403,0.0037499163179916294
404,0.029148221757322155
405,0.010636464435146441
406,0.0497802713987474
407,-0.13710002092050214
408,-0.10716523012552305
409,-0.09333705020920502
410,-0.10329345188284517
411,-0.13094702928870278
412,-0.1850058368200838
413,-0.06894761506276151
414,-0.05116928870292887
415,-0.051961213389121304
416,-0.06845246861924684
417,-0.0740941422594142
418,-0.08847309623430964
419,-0.14353470711297073
420,-0.043172651356993726
421,-0.05279271398747389
422,-0.05395248434237997
423,-0.046856409185803756
424,-0.034631127348642994
425,-0.05382211740041925
426,-0.08933621052631573
427,0.0151188025210084
428,0.029784842105263123
429,0.026159621848739493
430,-0.038821512605042026
431,-0.05540281512605038
432,-0.06229176470588239
433,-0.11161930672268909
434,-0.018193018867924536
435,-0.004115546218487391
436,-0.0838504201680672
437,-0.05383447478991589
438,-0.052770775681341656
439,0.04077937106918243
440,0.02566930817610065
441,0.002490545073375265
442,0.02377872117400418
443,0.023506603773584912
444,0.028968661087866117
445,-0.001528092243186578
446,0.01784563941299791
447,0.008123354297693921
448,0.01709020964360587
449,0.029679874213836478
450,-0.018951865828092232
451,-0.0030075471698113206
452,-0.017006352201257863
453,-0.004792500000000006
454,-0.015915819327731097
455,0.015465073375262053
456,-0.022303354297693916
457,0.023422914046121558
458,0.002876121593291412
459,-0.009181991614255768
460,0.0061004192872117355
461,-0.01809557651991614
462,0.012072301255230134
463,0.010455970772442593
464,0.006587286012526105
465,-0.0059429853862212985
466,-0.02127208768267226
467,-0.014098559498956147
468,-0.03866617954070981
469,-0.012209206680584554
470,-0.014552045929018802
471,-0.012411210855949891
472,-0.02335365344467642
473,-0.03774830897703552
474,-0.03461676409185803
475,-0.07318621338912129
476,-0.0258425523012552
477,-0.0296931941544885
478,-0.03178225469728602
479,-0.04064467640918579
480,-0.044613945720250556
481,-0.04296300626304803
482,-0.08405651260504197
483,-0.0410649060542797
484,-0.05415868475991652
485,-0.05625730688935281
486,-0.053646492693110656
487,-0.05627206680584555
488,-0.06919881002087684
489,-0.11482069182389949
490,-0.05821939457202508
491,-0.05867676409185802
492,-0.06824603340292282
493,-0.09120311064718171
494,-0.10600230125523005
495,-0.11621903765690374
496,-0.1715315303983229
497,-0.09569352201257857
498,-0.10309720250521918
499,-0.10287845511482249
500,-0.1100695615866388
501,-0.12471035490605438
502,-0.12385908141962422
503,-0.17620775681341722
504,-0.08768513569937375
505,-0.19863348643006254
506,-0.0789407112970711
507,-0.08833730688935273
508,-0.12356551148225482
509,-0.14014956158663874
510,-0.18456633891213373
511,-0.12545169102296455
512,-0.14056367432150324
513,-0.15191254697286008
514,-0.16012181628392477
515,-0.15559505219206687
516,-0.14078138075313806
517,-0.1666214853556485
518,-0.09402741127348646
519,-0.08688922755741123
520,-0.0882552609603341
521,-0.09153233820459293
522,-0.09684943632567854
523,-0.09106621338912137
524,-0.1325541336116911
525,-0.06737816283924844
526,-0.08573590814196234
527,-0.12063572025052201
528,-0.07258647181628386
529,-0.09453736401673642
530,-0.100302970711297
531,-0.13747154811715478
532,-0.06149250521920669
533,-0.14481027139874736
534,-0.06727148225469728
535,-0.07398223382045935
536,-0.08681183716075153
537,-0.09529837160751566
538,-0.13284119246861933
539,-0.05800379958246353
540,-0.062083048016701434
541,-0.052904091858037613
542,-0.05150407098121083
543,-0.06917870563674322
544,-0.07703073221757321
545,-0.10517775681341708
546,-0.054768807531380824
547,-0.051367453027139874
548,-0.052746931106471835
549,-0.04756014613778702
550,-0.04889407098121085
551,-0.04005870292887028
552,-0.06548960084033613
553,-0.029721085594989545
554,-0.02766436325678498
555,-0.02948348643006264
556,-0.033027286012526094
557,-0.033169288702928866
558,-0.03509345188284518
559,-0.061193815513626855
560,-0.02412472803347278
561,-0.02124451882845185
562,-0.008903158995815902
563,-0.015062588726513572
564,-0.015969832635983276
565,-0.021065073375262033
566,-0.049643831578947396
567,-0.017269245283018864
568,-0.02504635983263596
569,-0.02286786163522012
570,-0.023111046025104602
571,-0.02414997912317327
572,-0.01132926931106474
573,-0.05063930962343097
574,-0.013173284518828448
575,-0.011878183716075163
576,-0.017731317991631808
577,-0.015020208768267238
578,-0.010697798742138375
579,0.00967740041928721
580,-0.01182035714285713
581,0.006351820083682015
582,-0.002575983263598331
583,0.005874801670146131
584,0.009568037578288101
585,0.00996118997912316
586,0.021960104821802946
587,0.011176092436974776
588,0.02151670146137787
589,0.01621847280334727
590,0.014508079331941554
591,0.0070807933194154404
592,0.00913189979123174
593,0.024012054507337555
594,-0.010499789473684226
595,0.00833575313807532
596,0.00956768267223382
597,-0.03366048117154812
598,0.018317118997912326
599,-0.00531788259958072
600,-0.003973815513626837
601,-0.031907941176470604
602,0.002166715481171546
